index,mass,rTarget,x0,y0,vx0,vy0,earth_ef,ejected
0,0.7988802900640294,8.899789961054921,-1.9704825511884843,70.41680793123913,-1.0611749955860739,-10.9070510702188,0.013026094541799304,False
1,0.33861929828673604,11.446469676680863,-27.56181774920015,28.960881896656154,2.9143621691604875,-5.713958102424959,0.01645348051461821,False
2,0.024831568131223322,5.692222502082586,84.87453356188588,-11.092188580933954,-14.5539002283339,1.3228400170996057,0.015595228972720539,False
3,0.6133178392620757,17.145004994235933,-3.2907188636638547,-64.03174828282059,-0.33101317249327417,2.856785733600087,0.020369100335879298,False
4,0.6889899706048891,14.96984886098653,41.607747251661074,86.65608435551816,-0.5378428768647714,-1.4884842471566633,0.09556282636238987,False
5,0.1678153108358383,7.719483667984605,39.38127492625426,29.50689475408273,-8.986951726876434,-8.224270076992633,0.015706405299323548,False
6,0.47757971288450063,18.3258548816666,-76.14466481248563,-5.287310292214291,5.18992821971959,1.4148233623602633,0.01699501313266857,False
7,0.8783261441485957,2.16938691213727,33.196595779963346,19.444515535868753,-7.358945006835785,-3.7701387272435265,21.0558331096235,True
8,0.9492374364733696,19.060624229721725,53.955164455690536,69.57115156152713,-8.220829877634905,-9.978713313546852,0.32758191119286517,False
9,0.4070801112456247,2.6256230399012566,56.00762170915391,-12.077228140071883,-0.6964299074241449,0.15068242182914424,31.312275325318275,True
10,0.2217376942532137,13.329328292049468,-46.61963607621145,-50.26270251990915,7.259600499455246,5.959418900276141,0.016391485312936455,False
11,0.634686621742323,5.801009712740779,42.322545593530435,-18.64043607936003,-4.085069966658272,1.541025307243147,19.417696271027218,True
12,0.5581645407751202,3.7547952234745026,19.096622618062202,-77.58161153043469,-1.5118392204660087,7.368261311540556,0.2243186283147006,False
13,0.07984755203407258,15.52336526941508,-6.798239629710549,29.76009820698158,3.7675350490588375,-9.221743866693897,0.016914689326390026,False
14,0.2689770298572257,9.337652599439025,-73.38487125280206,-60.77569301084799,2.838386752161591,2.230559762591581,0.3435499764207705,False
15,0.8686901219580323,12.199540034867823,-1.0533491422306025,-54.41854796215357,-2.6730954891580105,13.494285945978588,0.016594259014281833,False
16,0.8436322469851002,3.240938801318407,-31.261972317409175,-87.22708486713785,1.54380206803171,4.715001580251161,22.320549304395165,True
17,0.30191312673315407,19.443791224621236,-3.2447306228215447,52.52507500656704,0.9641993726136512,-7.80563499925712,0.0153074845758723,False
18,0.11617037354968489,6.601585829630494,77.34810649794755,-26.733428650147292,-0.9646238024553413,0.408689612946348,0.8423438377051928,False
19,0.5295422662058845,13.898330946452916,-6.05623788861881,-32.17538276634602,-1.449870696403579,11.571183926289546,0.016662636170505632,False
20,0.6715477434461936,15.878627753816545,7.738680770629817,-66.49018112408879,0.4599037616400053,14.085949130843195,0.01962064932095548,False
21,0.19281541130319238,4.4722342453897,-16.0329769559028,40.182326471056314,0.7106536752323461,-2.2303539301828232,4.7369333798914175,True
22,0.382337603552267,12.666419428773224,3.3632060247643967,-91.09890981987449,0.8595002416019175,10.51997513948511,0.01687698939129014,False
23,0.9816201124424114,10.166133226826787,-47.509960504446,-34.13363858993341,5.123952077441085,3.1144767222279115,0.2764627541179442,False
24,0.9117987269498408,11.025975869037211,-22.194595084061273,71.05333558427827,0.5897336025577401,-3.1591271268890053,0.06773457732955565,False
25,0.4520826485818252,8.247582262381911,34.99626100608528,-7.365359783534809,-13.3452558035644,-0.11556821153687315,0.01577195510724451,False
26,0.1377116598719731,16.61347411107272,64.89122963204414,-74.00613615286791,-5.2518512098956185,4.640939515617223,0.016602309750624038,False
27,0.7267580842208117,4.928393363952637,-49.402714914505985,-13.578342534849996,9.00960045032843,2.7974121180620983,2.3722457468203,True
28,0.583895273771137,7.039516417309642,-48.97462838022882,-66.63806169397819,5.158005647994594,7.209419102617216,20.35288098332047,True
29,0.06216808254923672,14.651333355344832,-54.27693615823917,31.161649537415745,2.8167940505185234,-2.6287951923102035,0.016626908169927877,False
30,0.3725081213871017,1.3035794720053673,69.23030383095701,-18.12725896398905,-12.13222942403272,3.0843735629784046,0.9721009541222774,False
31,0.7727172610070556,17.82208355050534,41.32679522167152,11.928108215929006,-0.316218527211229,0.007135570246770332,0.9861894760727004,False
32,0.758540125648491,12.986534680239856,4.517374024090392,-86.35761114308282,0.195828160620563,5.902627502687795,0.01837577794302233,False
33,0.34803016114234925,6.283552870154381,43.59340696489969,-45.64298711663405,-6.6492493994706585,8.312782037993857,0.02978799307143082,False
34,0.03396428121812642,19.167494208551943,-12.93402559518623,-69.88202026563047,0.6915754437470423,1.839916520663054,0.016832799591798776,False
35,0.5727070575254039,2.37090509198606,39.08562608266717,3.023935694540724,-14.454569780484723,-0.6495911928917051,0.5869690541359558,False
36,0.7430073925582692,9.890428431332111,-20.00587731149273,74.5886659137302,1.6955797170604927,-11.156260784235329,0.022132849995443276,False
37,0.14475767750293017,11.796950760297477,9.421176061924227,-36.214957982006155,-0.5207703045295947,1.3268362130107039,0.5512999710233262,False
38,0.4547926075551659,3.5610326062887907,-58.1423883214032,-77.31100911189841,4.4729810282676965,6.361494079242299,0.06700639002396591,False
39,0.9326218051882461,15.561162241734564,-14.170811859648186,46.3664327953041,1.554379698710061,-4.803963960528949,1.3512561897023074,True
40,0.9866469577625394,5.204696396365762,-13.374377663968806,-66.1644713099363,0.10234000453087072,0.39122368671205937,41.63294780523018,True
41,0.4005996533362195,17.483504210598767,-22.225705712746965,-41.57450054007672,1.5481697891339623,12.33281384206565,0.016725100253577686,False
42,0.2155278536649421,9.15938213840127,-4.0237764248757495,87.22329215166091,0.6318469740938922,-4.182968101291797,0.016609512095200278,False
43,0.672374292800203,11.344002812169492,6.59863339766323,57.524769293456636,0.6994594005474275,-8.458638996218019,0.01670572766054485,False
44,0.5031677964329719,18.733282146044075,-86.43814624855158,-37.654858056188715,9.5921381798194,2.055107620153966,0.016656779245684313,False
45,0.10388474593590945,1.6210504341870546,36.12229088334839,-41.882642784850766,-4.189649404868521,5.142472067166892,0.05630180150909716,False
46,0.29273598467279227,14.927032700739801,69.58711547137092,-37.65133157740143,-11.644259678694379,6.702404622986957,0.10397401195998708,False
47,0.8134228496123105,7.908988129347563,-30.2119639010109,7.592305866985723,3.1232632656741375,-0.04303666700140682,0.042119104719736025,False
48,0.8498802559440956,16.8646431947127,-58.99809188477178,-54.60966579594068,6.902753622453848,4.390279968155191,0.016595498288847297,False
49,0.2642483805157244,4.818133635446429,-16.79142063450785,-29.952367826330473,3.2828248124038253,4.372454600996893,0.07854233694881198,False
50,0.07872280297987164,10.539888235740364,14.422131244790744,-90.36363407714165,-0.5682957965482921,11.790674137327342,0.01689379931572728,False
51,0.5359999183649197,8.5869814530015,-52.277994681415635,13.118059578180944,1.9399058932186042,-0.2798262568472205,0.321550831597587,False
52,0.6477658637901768,1.2622472252696753,50.07285710059919,74.46363127053364,-1.4217230672359442,-2.0566087945053977,0.7976257344024487,False
53,0.24804451527819038,18.012442828156054,15.946150154127615,-57.89012180332148,-0.17902298104004857,14.98808616595041,0.016780917683906157,False
54,0.4373571536447853,7.438565745949745,-47.3579915051924,-45.63707107234316,4.653833784838173,4.282421384181231,2.0059952297123074,True
55,0.9576209678212181,14.09515857230872,41.74174971394487,-15.675926137786956,-10.978885645008784,1.242192102178844,0.016015802080679556,False
56,0.902627845492214,6.707587402313948,-44.1450247436573,-89.6978188868502,6.853757851622837,12.031441437290121,0.018187261801566212,False
57,0.49267050547804686,13.64214267488569,-39.34995786800915,-30.53476739805946,2.378294509999146,2.5953686093889736,0.022146208201799356,False
58,0.17808987356815487,2.9059789646416903,33.46349706128803,-67.97367844195452,-4.346206909137861,9.379081818630914,0.28765863103045974,False
59,0.7173700271155685,19.934716847725213,28.040712309667196,-20.257301151737956,-4.163723490289773,5.807419839883774,0.01679024642831791,False
60,0.606705303940922,12.480463265441358,38.06868724785822,62.47749420328963,-1.7940767558335484,-4.3907517155140665,0.016316584712510688,False
61,0.00791058988031,10.212339702993631,16.832863240839377,-38.008315285156556,-3.4089400862018144,8.34543438383517,0.006046188221853088,False
62,0.3184678936833516,16.43050814140588,82.28122392468954,16.76850077941176,-0.7976346959706736,-0.07448466826433583,0.6899316893459683,False
63,0.7957368450593203,4.068201968446374,-18.033475762481725,58.72694154201494,3.141977458010382,-12.450469716952945,0.2440673538591028,False
64,0.7863010765602813,15.38969757501036,-49.5116355093374,-84.13496055323638,1.8185516628069298,2.90573809815654,1.0237498901796682,True
65,0.3280560342185199,3.918070761486888,-10.551502492873766,46.55378850670038,4.166888057741357,-13.422729186069697,0.019227245630724827,False
66,0.013931762939319015,12.033401566557586,73.81811841708668,25.54918078534433,-7.0239038899075386,-1.8040189460753056,0.016789233846009364,False
67,0.6005316397557036,9.468457363545895,-33.045735723396355,15.885049022509614,8.628180996250888,-5.276440948328819,0.15762010627863865,False
68,0.7074160232460126,2.755739038810134,-68.51869247744779,-18.08259214412527,8.848578049330916,2.157772297691311,0.6465736815707795,False
